id,category,issue,polarity,source,language,text,reference,group_id
02339,intrinsic,abstract logic gap,neg,augmented,tagalog,"kainis second part, kasi hindi ko natutunan ang number theory nung high school kaya hirap para sakin sagutin yung mahihirap na tanong",,239
02340,intrinsic,abstract logic gap,neg,augmented,tagalog,sobrang abstract na ng mga topic sa dulo,,240
02341,intrinsic,abstract logic gap,neg,augmented,tagalog,"habang tumatagal yung semester, lalong humihirap mga konsepto. sa umpisa naman, parang nakakalito at nakakatakot pakinggan",,241
02342,intrinsic,abstract logic gap,neg,augmented,tagalog,pinahirap ang weekly written assignments ah lala. mas mahirap pa kumpara sa tinuro eh,,242
02343,intrinsic,abstract logic gap,neg,augmented,tagalog,mahirap unawain ng mga facts lalo sa design patterns,,243
02344,intrinsic,abstract logic gap,neg,augmented,tagalog,"sa tingin ko medyo sobra na yung subject content. lalo na yung libro, hirap basahin at sauluhin",,244
02345,intrinsic,abstract logic gap,neg,augmented,tagalog,"sa mga mas mahihirap na problem solving, either alam mo talaga o hindi — kailangan mo lang gawin nang gawin sakaling may tumatak",,245
02346,intrinsic,abstract logic gap,neg,augmented,tagalog,"masyadong komplikago yung proofs para maging intuitive, kaya halos hindi ko talaga naintindihan",,246
02347,intrinsic,abstract logic gap,neg,augmented,tagalog,hirap mag-aral dahil sobrang dami ng iba't ibang topic tapos di pa connected,,247
02348,intrinsic,abstract logic gap,neg,augmented,tagalog,minsan may mga mahihirap na problema yung lab component at mga test na discouraging sa mga estudyante,,248
02349,intrinsic,abstract logic gap,neg,augmented,tagalog,"lawak masyado ng content ng course na to, sobra na sa dapat lang matutunan ng first year. Maliban sa ilang units gaya ng gravitation, special relativity, photons, at yung part ng nuclear physics module na talagang tungkol sa nuclear physics, para tuloy akong naiwan ng ilang taon ng physics at math na dapat pre-requisite bago to",,249
02350,intrinsic,abstract logic gap,neg,augmented,tagalog,"kala mo patawa yung mga test sa laki ng kailangang curve para lang makakuha ng acceptable average gawa ng halos kalahati ng klase ay hindi talaga naiintindihan ang material, kahit mataas pa grading",,250
02351,intrinsic,abstract logic gap,neg,augmented,tagalog,medyo maraming content na parang hindi related,,251
02352,intrinsic,abstract logic gap,neg,augmented,tagalog,series at sequences ang nagpabagsak sakin,,252
02353,intrinsic,abstract logic gap,neg,augmented,tagalog,"sobrang hirap ng course. daming readings at theory. sobrang hirap din ng mga exams at test, pati papel",,253
02354,intrinsic,abstract logic gap,neg,augmented,tagalog,"di ko nakita association ng mga bagay-bagay, nung final lang",,254
02355,intrinsic,abstract logic gap,neg,augmented,tagalog,ginagawa pang komplikado yung mga dapat simple lang naman,,255
02356,intrinsic,abstract logic gap,neg,augmented,tagalog,interesting naman topics kaso minsan di straightforward. mas madali pala ang exam sa akala ko. wala ring magiging problema kung talagang naintindihan at natutunan mo,,256
02357,intrinsic,abstract logic gap,neg,augmented,tagalog,hirap intindihin ng threads at event handling,,257
02358,intrinsic,abstract logic gap,neg,augmented,tagalog,medyo mahirap unawain yung ibang diagram na tinuro sa module,,258
02359,intrinsic,abstract logic gap,neg,augmented,tagalog,may mga subject matter na malabo gaya ng mga connection sa class diagrams. baka di lang talaga masyadong nagamit,,259
02360,intrinsic,abstract logic gap,neg,augmented,tagalog,wala akong nakitang maganda kasi slow learner ako kaya andami ko tuloy hahabulin,,260
02361,intrinsic,abstract logic gap,neg,augmented,tagalog,di ko mahimay lesson sa threads,,261
02362,intrinsic,abstract logic gap,neg,augmented,tagalog,nagsulat kami ng Operating System sa isang ARM board. sobrang hirap at time consuming pero masaya naman. marami kang matutunan tungkol sa software na basehan ng maraming software tapos binibigyan ka rin ng magandang glimpse sa mundo ng concurrency at memory management,,262
02363,intrinsic,abstract logic gap,neg,augmented,tagalog,hirap naman suriin ng running time analysis,,263
02364,intrinsic,abstract logic gap,neg,augmented,tagalog,may mga assignment tungkol sa compilers at interpreters na nagiging sobrang conceptually tricky pero masaya rin naman yung problem-solving at mas naiintindihan mo kung ano talaga ginagawa ng GCC during compilation ng code mo,,264
02365,intrinsic,abstract logic gap,neg,augmented,tagalog,problemado ako sa pagsulat ng functions sa tamang time complexity,,265
02366,intrinsic,abstract logic gap,neg,augmented,tagalog,"ez lang mga assignment sa C, yung contents na may kinalaman sa interpreters, compilers, at assemblers pati yung mga bagay gaya ng Hoare Logic Proofs ang talagang mahirap",,266
02367,intrinsic,abstract logic gap,neg,augmented,tagalog,"so hirap ng course na 'to, maraming iba't ibang data structures at algorithms ang pinag-aaralan tapos maraming proofs na ginagawa kasabay non. pahirapan din minsan intindihin sila, kaya importanteng gawin ang assignments at magtanong",,267
02368,intrinsic,abstract logic gap,neg,augmented,tagalog,mahirap ang course lalo na sa first half kung hindi ka sanay sa proofs,,268
02369,intrinsic,abstract logic gap,neg,augmented,tagalog,medyo mahirap yung dynamic programming at ibang graph algorithms. pero interesting pa rin naman lahat ng algorithms,,269
02370,intrinsic,abstract logic gap,neg,augmented,tagalog,mahirap minsan intindihin ang mga concept kaya need talagan sobrang gets mo topics,,270
02371,intrinsic,abstract logic gap,neg,augmented,tagalog,mas theoretical yung 2nd half at nagiging pretty complex sa NP Completeness,,271
02372,intrinsic,abstract logic gap,neg,augmented,tagalog,"di naman conceptually challenging ang mga concept (maliban siguro sa NP-completeness sa bandang dulo ng course), pero nagiging tricky yung mga tanong",,272
02373,intrinsic,abstract logic gap,neg,augmented,tagalog,"blessing in disguise cut off ng COVID samin, di na namin kailangan gawin yung tricky na pathfinding / collision avoidance stuff sa mga tren",,273
02374,intrinsic,abstract logic gap,neg,augmented,tagalog,di madali unawain ang proofs pero sobrang useful ng idea ng formal verification,,274
02375,intrinsic,abstract logic gap,neg,augmented,tagalog,"tustado utak mo sa logical equivalences at formal deduction, tas sa magiging almusal mo na lang yung De Morgan's laws",,275
02376,intrinsic,abstract logic gap,neg,augmented,tagalog,"di masyadong structured ang course maliban sa general na mga 'module', pero sa loob ng bawat module palipat lipat ka ng topic na wala namang focus",,276
02377,intrinsic,abstract logic gap,neg,augmented,tagalog,medyo mahirap masanay sa mga proof method na ginamit at talagang tumatagal yung biweekly assignments,,277
02378,intrinsic,abstract logic gap,neg,augmented,tagalog,semi-difficult pero doable naman na course plus may interesting materials. nagiging tricky ang mga concept papunta sa second half ng course,,278
02379,intrinsic,abstract logic gap,neg,augmented,tagalog,naging mahirap talaga yung loop invariant,,279
02380,intrinsic,abstract logic gap,neg,augmented,tagalog,sobrang abstract ng content at hindi interesting ang mga assignment pero okay naman ang program verification,,280
02381,intrinsic,abstract logic gap,neg,augmented,tagalog,"sobrang theoretical at mathematical ng material, at 50% lang ng content ang naintindihan ko — enough para magkaroon ng intuitive understanding ng mga concept, pero hindi para sobrang maintindihan lahat ng proofs na ipinakita sa lectures",,281
02382,intrinsic,abstract logic gap,neg,augmented,tagalog,"madalas, binibigay lang nila sa'yo ang mga formula nang hindi masyadong nagbibigay ng example sa klase, which is nagiging learning barrier",,282
02383,intrinsic,abstract logic gap,neg,augmented,tagalog,"mas mahirap ang mga topic sa bandang huli kumpara sa ibang topic (neural nets, SVMs, VCs). di madaling intindihin mga topic na to gamit lang ang textbook at lectures",,283
02384,intrinsic,abstract logic gap,neg,augmented,tagalog,napakahirap sundan ng mga proof para sa graph theory part kasi biglang nalipat si Sir mula sa logical step papunta sa iba nang hindi ipinapakita kung paano sila connected,,2227
02385,intrinsic,abstract logic gap,neg,augmented,tagalog,"nakukuha ko naman general idea ng sorting algorithms pero kapag analysis na ng recurrence relations at big-O proofs, parang sasabog na lang utak ko",,2228
02386,intrinsic,abstract logic gap,neg,augmented,tagalog,sakit talaga sa ulo ng analysis ng state machine diagrams kasi hindi ko makita kung paano connected logically yung mga transition,,2229
02387,intrinsic,abstract logic gap,neg,augmented,tagalog,masyadong theoretical mga lecture sa relational algebra at sobrang hirap intindihin ng mahahabang query expression papunta logical parts,,2230
02388,intrinsic,abstract logic gap,neg,augmented,tagalog,tagal kong inintindi yung counting principles at permutations pero parang anlayo ng mga formula sa actual logic ng mga problems,,2231
02389,intrinsic,abstract logic gap,neg,augmented,tagalog,hirap intindihin ng mga abstract concept sa formal languages gaya ng context free grammars kasi parang mema lang yung mga rules lalo kung walang matinong breakdown,,2232
02390,intrinsic,abstract logic gap,neg,augmented,tagalog,kuha ko naman kung paano gumagana yung regular expressions para sa simpleng strings pero malabo talaga saking pagsasama-sama sila into complex na logic patterns,,2233
02391,intrinsic,abstract logic gap,neg,augmented,tagalog,"ayos lang naman ang binary arithmetic at shifting operations kung sarili lang, pero nakakalito na sundan kung paano pagsamahin ang logic gates sa processor architecture",,2234
02392,intrinsic,abstract logic gap,neg,augmented,tagalog,"ayus lang naman ang module ng arithmetic hanggang sa simulan ni sir na patunayan yung mga theorem step by step, naligaw na lang talaga ako sa mathematical logic eh",,2235
02393,intrinsic,abstract logic gap,neg,augmented,tagalog,"sobra namang abstract ng system modeling diagrams, nahirapan tuloy akong intindihin kung paano yung interaction ng iba't ibang module sa isa't isa",,2236
02394,intrinsic,abstract logic gap,neg,augmented,tagalog,parusa ata tong parsing trees at syntax analysis eh. wala talagang kwenta ang connection ng grammar rules sa actyak na code structure,,2237
02395,intrinsic,abstract logic gap,neg,augmented,tagalog,pinapasakit lang ng mathematical logic part ng lectures ulo ko. sobrang nakakalito derivation ang conclusion mula sa iba ibang premise,,2238
02396,intrinsic,abstract logic gap,neg,augmented,tagalog,super hirap ng designing ng normalized database schema kasi nahihirapan akong paghiwa-hiwalayin ang mga attribute papunta sa logical table nang hindi nagugulo yung relationships,,2239
02397,intrinsic,abstract logic gap,neg,augmented,tagalog,"madali lang sana magsulat ng basic loop kaso yung decomposition ng malaking problema papunta sa recursive base cases at subproblems, talagang hindi ko gets",,2240
02398,intrinsic,abstract logic gap,neg,augmented,tagalog,"goods pa sakin ang matrix transformations kapag basic arithmetic, pero yung geometric proofs at logical deductions, out of reach na para sa akin",,2241
02399,intrinsic,abstract logic gap,neg,augmented,tagalog,malabo masyado sakin kung walang actual step by step na breakdown yung pag-intindi sa logical flow ng asynchronous processes at kung paano yung deadlock nila,,2242
02400,intrinsic,abstract logic gap,neg,augmented,tagalog,sobrang theoretical ng cryptographic proofs at security concepts kaya di ko makita yung logical connection ng math sa actual data protection,,2243
02401,intrinsic,abstract logic gap,neg,augmented,tagalog,"gets ko na syntax pag recursion pero di yung daloy ng execution, mas mahirap pala yon hahahahahaha",,2244
02402,intrinsic,abstract logic gap,neg,augmented,tagalog,"nalilito ako kung anong correlation ng mga modules na pinakita sa'min, parang random eh haha",,2245
02403,intrinsic,abstract logic gap,neg,augmented,tagalog,complicated masyado ng pagination. need more explanation. di ko alam pano nagana sa database at frontend,,2246
02404,intrinsic,abstract logic gap,neg,augmented,tagalog,di ko gets kung pano nakakapagpabilis sa searching yung hashing...,,2247
02405,intrinsic,abstract logic gap,neg,augmented,tagalog,basic lang sequence diagram. communication ng mga objects yung di ko gets. sana pasimplihin pa haha,,2248
02406,intrinsic,abstract logic gap,neg,augmented,tagalog,kala ko pwedeng isang table lang? parang lalong nagiging complicated pag may normalization,,2249
02407,intrinsic,abstract logic gap,neg,augmented,tagalog,kulang visualization ng flow ng user input hanggang database,,2250
02408,intrinsic,abstract logic gap,neg,augmented,tagalog,"di ko gets para san yung classes at interface pag gagawa ng design sa program, parang lalo lang pinapahirap??",,2251
02409,intrinsic,abstract logic gap,neg,augmented,tagalog,gets ko sana loops kaso pinapahirap ng recursion,,2252
02410,intrinsic,abstract logic gap,neg,augmented,tagalog,"may connection ba talaga authentication at sessions, parang ewan explanation sa lecture eh",,2253
02411,intrinsic,abstract logic gap,neg,augmented,tagalog,pano ba kasi related yung HTTP requests sa ginagawa ng web apps. di ko gets kanina. patay sa quiz,,2254
02412,intrinsic,abstract logic gap,neg,augmented,tagalog,hirap HAHAHA ano yung arrays at dynamic memory something na parang pinaghalo,,2255
02413,intrinsic,abstract logic gap,neg,augmented,tagalog,medyo goods na sa syntax ng linked list pero pano non nababago yung nodes,,2256
02414,intrinsic,abstract logic gap,neg,augmented,tagalog,gets ko na deadlock as concept pero di yung kung pano nagana,,2257
02415,intrinsic,abstract logic gap,neg,augmented,tagalog,dami palang phases ng software development. medyo overwhelming kung iisipan ng correlation,,2258
02416,intrinsic,abstract logic gap,neg,augmented,tagalog,"komplikado naman ng threads, lalo yung synchronization",,2259
02417,intrinsic,abstract logic gap,neg,augmented,tagalog,pano naging functional yung diagram na example kanina WHAHA astig,,2260
02418,intrinsic,abstract logic gap,neg,augmented,tagalog,kaya ko na basic database tables. implementation sa programming logic ang mahirap intindihin,,2261
02419,intrinsic,abstract logic gap,neg,augmented,tagalog,may secret ba sa pasahan ng data ng backend at API haha parang magic lang eh,,2262
02420,intrinsic,abstract logic gap,neg,augmented,tagalog,naguguluhan ako kung pano associated si business rules sa implementation,,2263
02421,intrinsic,abstract logic gap,neg,augmented,tagalog,gets ko mga topic separately pero bat hindi as a whole. like parang may conflict na panggulo,,2264
02422,intrinsic,abstract logic gap,neg,augmented,tagalog,di ko gets kung bat need muna ng class diagram bago yung coding,,2265
02423,intrinsic,abstract logic gap,neg,augmented,tagalog,"galing nung entity relatinship diagram, pinadali yung paggawa ng database KASO di ko pa rin master lalo yung complex implementation",,2266
02424,intrinsic,abstract logic gap,neg,augmented,tagalog,tinuro yung inheritance at encapsulation pero parang dapat sinabi din kung pano sila nagsasama sa actual program. di ko gets eh,,2267
02425,intrinsic,abstract logic gap,neg,augmented,tagalog,"kulang sa visualization yung process ng algorithm, anlabo tuloy sa'kin ng simplification",,2268
02426,intrinsic,abstract logic gap,neg,augmented,tagalog,sana may short explanation din kahit next time kung bat bumabalik sa previous function yung recursion. pero medyo goods na ako sa syntax,,2269
02427,intrinsic,abstract logic gap,neg,augmented,tagalog,"gusto ko gamitin polymorphism sa projects ko. mukhang astig, di ko lang kaya pa",,2270
02428,intrinsic,abstract logic gap,neg,augmented,tagalog,nalalabuan pa rin ako slight sa relationship ng requirement analysis at system implementation. konti pa siguro,,2271
02429,intrinsic,abstract logic gap,neg,augmented,tagalog,daming modules. di ko gets kung pano sila connected as a whole,,2272
02430,intrinsic,abstract logic gap,neg,augmented,tagalog,"kaya ko na normalization rules pero di yung kung ano effect sa performance, ah ewan haha",,2273
02431,intrinsic,abstract logic gap,neg,augmented,tagalog,"para san ba talaga interfaces sa object oriented programming, parang pampahirap lang ambag eh joke HAHAHA",,2274
02432,intrinsic,abstract logic gap,neg,augmented,tagalog,"parang pinaliwanag kung pano nagiging communication HTTP request at response, di ko nga lang naintindihan, gulo eh haha medyo",,2275
02433,intrinsic,abstract logic gap,neg,augmented,tagalog,"gulo ng correlation ng binary trees sa actual application, for search lang ba o may iba pa",,2276
02434,intrinsic,abstract logic gap,neg,augmented,tagalog,confused pa rin ako kung pano nakakarating ng dataase yung information mula users,,2277
02435,intrinsic,abstract logic gap,neg,augmented,tagalog,"yung communication frontend, backend, at database medyo magulo pa sa'kin. LALO yung communication nila",,2278
02436,intrinsic,abstract logic gap,neg,augmented,tagalog,"madali na lang yung loops pero sobrang nahirap pag nested na, may ba naman i j k pag tatlo tapos need pa ng tracing pag implementation",,2279
02437,intrinsic,abstract logic gap,neg,augmented,tagalog,"di ko kita sense kung bat mas efficient merge sort kesa ibang algorithm, parang same lang naman o nalilito lang ako HAHAHAHAH",,2280
02438,intrinsic,abstract logic gap,neg,augmented,taglish,ang struggle talaga para sa mga beginners,,226
02439,intrinsic,abstract logic gap,neg,augmented,taglish,"kung nagegets mo naman lahat at easy lang para sayo yung karamihan pero nastuck ka sa isang concept check, di mo talaga kasalanan yun, so pwede mo na lang i-skip muna for now.",,227
02440,intrinsic,abstract logic gap,neg,augmented,taglish,"di naman sobrang hirap yung course pero kapag na-late ka or hindi mo naintindihan yung isang lesson, magiging super challenging na yung susunod",,228
02441,intrinsic,abstract logic gap,neg,augmented,taglish,"di to ""EASY"" na course. since nasa papel yung midterm/exam, kailangan mong ma-imagine kung ano yung gagawin ng code mo kahit di mo talaga sya natest gaya ng ginagawa mo sa assignments!",,229
02442,intrinsic,abstract logic gap,neg,augmented,taglish,"great course sya, pero medyo kakaiba if gagamit ka ng object oriented programming",,230
02443,intrinsic,abstract logic gap,neg,augmented,taglish,yung first part ng course ay mahirap talaga i-wrap ng utak ng karamihan,,231
02444,intrinsic,abstract logic gap,neg,augmented,taglish,medyo struggle para sa mga students na nasa 1A term kasi matagal bago ka masanay sa course na to,,232
02445,intrinsic,abstract logic gap,neg,augmented,taglish,take note na yung math sa course na to ay iba talaga sa high school math and probably kailangan mong i-shift yung thinking mo mula sa computation to puzzle-solving,,233
02446,intrinsic,abstract logic gap,neg,augmented,taglish,"Itong course yung nagtuturo ng bagong concept para sa karamihan. Once na magets mo kung paano mag-build ng proof, mas magiging madali na yung course pero may mga estudyante na hindi talaga na-gets yun",,234
02447,intrinsic,abstract logic gap,neg,augmented,taglish,na-challenge talaga ako sa course na to. yung proofs ay wala akong nagawa or nakita dati kaya sobrang bago sa akin yung math135,,235
02448,intrinsic,abstract logic gap,neg,augmented,taglish,"Personally, ayoko talaga ng course na to mostly kasi bago yung math na natutunan compared sa itinuro sa akin sa school and nagsstruggle akong intindihin yung mga ideas. di mo pa nga masagot yung first question sa math 135 kung di mo pa fully naiintindihan lahat ng concepts sa lectures",,236
02449,intrinsic,abstract logic gap,neg,augmented,taglish,ayun yung pinakamahirap na course sa 1A ko. Sobrang nagstruggle ako,,237
02450,intrinsic,abstract logic gap,neg,augmented,taglish,please bawasan yung content ng module. Sobrang hirap i-memorize lahat nun,,238
02451,intrinsic,abstract logic gap,neg,augmented,taglish,"Yung second part talaga sobrang annoying kasi di ko natutunan yung number theory nong high school, kaya mahirap para sa akin i-cope yung mga mahirap na tanong",,239
02452,intrinsic,abstract logic gap,neg,augmented,taglish,nagiging sobrang abstract na yung mga topic papalapit sa dulo,,240
02453,intrinsic,abstract logic gap,neg,augmented,taglish,"habang tumatagal yung semester, mas humihirap yung level ng concepts. eh sa simula pa lang, parang confusing at nakakatakot na talaga",,241
02454,intrinsic,abstract logic gap,neg,augmented,taglish,Yung weekly written assignments ay ginawang sobrang hirap and mas mahirap pa sila compared sa itinuro sa klase kaya marami rin nagstruggle,,242
02455,intrinsic,abstract logic gap,neg,augmented,taglish,"para sakin, mahirap intindihin yung mga facts. Lalo na yung design patterns. sobrang naconfuse ako",,243
02456,intrinsic,abstract logic gap,neg,augmented,taglish,"Sa tingin ko medyo malaki yung subject content. Lalo na yung book, hindi siya madaling basahin at imemorize",,244
02457,intrinsic,abstract logic gap,neg,augmented,taglish,"yung mas mahirap na problem solving parang may part na alam mo talaga yon or hindi, kaya kailangan mo lang mag-practice ng maraming problem solving",,245
02458,intrinsic,abstract logic gap,neg,augmented,taglish,"Yung mga proofs ay sobrang complicated para maging intuitive, kaya hindi ko na-feel na naintindihan ko talaga siya",,246
02459,intrinsic,abstract logic gap,neg,augmented,taglish,mahirap mag-aral kasi ang daming topics and hindi sila nagbi-build sa isat isa,,247
02460,intrinsic,abstract logic gap,neg,augmented,taglish,yung lab component and tests minsan may particular na mahihirap na problema na nakaka-discourage sa mga estudyante,,248
02461,intrinsic,abstract logic gap,neg,augmented,taglish,"sobrang laki ng content ng course na to na lampas na sa level ng first year. except sa ilang units, gaya ng gravitation, special relativity, photons at yung part ng nuclear physics module na actually term ng nuclear physics, parang sa subject matter ay parang kulang ako ng ilang taon na physics and math pre-requisites",,249
02462,intrinsic,abstract logic gap,neg,augmented,taglish,"nakakatawa na lang yung mga test kasi kailangang i-curve nang malala para lang magkareasonable average. yung tipong walang nagets or lutang talaga yung buong class sa kalahati ng material, kahit mabait naman silang mag-grade",,250
02463,intrinsic,abstract logic gap,neg,augmented,taglish,ang daming topics na parang sabog tsaka walang connection sa isa't isa,,251
02464,intrinsic,abstract logic gap,neg,augmented,taglish,literal na pinahirapan kami mag-cope sa series at sequences,,252
02465,intrinsic,abstract logic gap,neg,augmented,taglish,"ang lala ng course na 'to. Sobrang tambak ng readings tsaka theory. as in pinapaiyak kami sa exams at tests, tapos may malaking paper pa na kailangang i-submit",,253
02466,intrinsic,abstract logic gap,neg,augmented,taglish,as in hindi ko talaga na-gets kung paano nagbibuild up o nagsasama-sama yung mga bagay bagay hanggang sa nag-cram na ako mag-aral para sa final,,254
02467,intrinsic,abstract logic gap,neg,augmented,taglish,ginagawa niyang complicated yung mga simpleng concept,,255
02468,intrinsic,abstract logic gap,neg,augmented,taglish,interesting naman yung topics pero minsan hindi straightforward. mas madali pala yung exam kesa sa ineexpect ko,,256
02469,intrinsic,abstract logic gap,neg,augmented,taglish,sobrang nagstruggle akong intidihin at iwork out yung threads tsaka event handling,,257
02470,intrinsic,abstract logic gap,neg,augmented,taglish,medyo nakakahilo at ang hirap iabsorb nung ibang diagrams sa module,,258
02471,intrinsic,abstract logic gap,neg,augmented,taglish,ang gulo nung ibang topics gaya nung connections sa class diagrams. Feeling ko kasi kulang kami sa practice o exposure sa paggamit nung mga yon,,259
02472,intrinsic,abstract logic gap,neg,augmented,taglish,wala talaga akong mahanap na maganda dito kasi ang bagal kong mag-absorb ng lessons tsaka ang dami ko pang kailangang magets,,260
02473,intrinsic,abstract logic gap,neg,augmented,taglish,"sobrang nagstruggle akong intindihin yung lesson sa threads, nakakahilo talaga",,261
02474,intrinsic,abstract logic gap,neg,augmented,taglish,"ung tipong nagsulat kami ng Operating System gamit yung ARM (Advanced RISC Machines) architecture board. time consuming tsaka brutal talaga, pero na-enjoy ko naman kasi doon mo talaga magegets kung pano tumatakbo yung software layer sa ilalim, tsaka ang ganda nung exposure sa concurrency at memory management",,262
02475,intrinsic,abstract logic gap,neg,augmented,taglish,sobrang nakakahilo at ang hirap iwork out nung running time analysis,,263
02476,intrinsic,abstract logic gap,neg,augmented,taglish,ung mga assignments sa compilers and interpreters nagiging sobrang complex tsaka sasakit ulo mo papalapit sa dulo nung course. Pero masaya naman siya sa problem-solving part tsaka magegets mo talaga kung ano yung tinatakbo ng GCC (GNU Compiler Collection) every time na nagcocompile ka ng code mo,,264
02477,intrinsic,abstract logic gap,neg,augmented,taglish,nagstruggle ako sa pagsulat ng functions sa tamang time complexity,,265
02478,intrinsic,abstract logic gap,neg,augmented,taglish,"di naman mahirap yung C assignments. yung content talaga related sa interpreters, compilers, tsaka assemblers pati ung mga bagay gaya ng Hoare Logic Proofs don talaga nagkapahirapan at sobrang nag-struggle yung kami",,266
02479,intrinsic,abstract logic gap,neg,augmented,taglish,"ang lala at sobrang bigat ng course na to. ang daming data structures tsaka algorithms na kailangang aralin tapos buhos pa yung formal proofs na kasama nila. nakakahilo at ang hirap i-absorb nung lessons minsan, kaya importante talaga na tiyagaing isolve yung assignments tsaka lakasan ang loob magtanong sa prof",,267
02480,intrinsic,abstract logic gap,neg,augmented,taglish,ang hirap ng course na to lalo na sa first half kung zero knowledge ka o hindi ka sanay magsolve ng formal proofs,,268
02481,intrinsic,abstract logic gap,neg,augmented,taglish,"medyo mahirap yung dynamic programming tsaka sa ilan sa mga graph algorithms, pero overall, ang ganda at sobrang interesting naman ng lahat ng algorithms",,269
02482,intrinsic,abstract logic gap,neg,augmented,taglish,nagiging mahirap intindihin yung concepts paminsan minsan kaya make sure na nagegets mo talaga,,270
02483,intrinsic,abstract logic gap,neg,augmented,taglish,"mas nag-shift sa theoretical side yung 2nd half, tapos lalong naging complex yung mga bagay bagay pagdating sa NP (Nondeterministic Polynomial time) Completeness",,271
02484,intrinsic,abstract logic gap,neg,augmented,taglish,"di naman conceptually challenging yung mga concepts (except siguro sa NP-completeness papalapit sa dulo ng course), pero yung mga tanong ay nagiging tricky",,272
02485,intrinsic,abstract logic gap,neg,augmented,taglish,"habang na-cut off kami ng COVID, naging blessing in disguise pala to, kasi ibig sabihin di na namin kailangang gawin yung mga sobrang tricky na pathfinding / collision avoidance stuff sa trains",,273
02486,intrinsic,abstract logic gap,neg,augmented,taglish,di naman talaga madali iabsorb at i-work out yung mga proofs pero yung mismong concept ng formal verification ay sobrang useful talaga sa coding,,274
02487,intrinsic,abstract logic gap,neg,augmented,taglish,sobrang nagstruggle kami logical equivalences at formal deduction Tapos pagkatapos parang kakainin mo na lang si De Morgan's Laws every breakfast haha,,275
02488,intrinsic,abstract logic gap,neg,augmented,taglish,"ang gulo, hindi masyadong structured yung course except sa general na 'modules' pero sa loob ng bawat module, magjjump ka mula topic na walang malinaw na core focus",,276
02489,intrinsic,abstract logic gap,neg,augmented,taglish,hirap masanay sa mga proof methods na ginamit tapos yung biweekly assignments ay literal na time consuming,,277
02490,intrinsic,abstract logic gap,neg,augmented,taglish,"medyo challenging pero kaya naman yung course tapos ang ganda nung topic materials. Ayun nga lang, lalong nagcocomplicate tsaka nagiging tricky yung concepts pagdating sa kalagitnaan",,278
02491,intrinsic,abstract logic gap,neg,augmented,taglish,sobrang nakakahilo tsaka nagstruggle talaga ako doon sa loop invariant stuff,,279
02492,intrinsic,abstract logic gap,neg,augmented,taglish,sobrang abstract nung content tapos hindi man lang nakaka-engage yung assignments. pero okay naman at naenjoy ko yung program verification part,,280
02493,intrinsic,abstract logic gap,neg,augmented,taglish,"sobrang theoretical yung math sa material kaya as in 50% lang talaga yung naabsorb ko. kering-keri na siya para magka-intuitive grasp or general idea sa concepts, pero di talaga sapat para maggets at masundan lahat ng proofs na pinapakita sa lectures",,281
02494,intrinsic,abstract logic gap,neg,augmented,taglish,"basta na lang nila ibabato o sasabihin sayo yung mga formula nang walang sapat na examples sa klase, kaya sobrang nakakaconfuse at ang hirap tuloy magcatch up",,282
02495,intrinsic,abstract logic gap,neg,augmented,taglish,"ang complicated sa dulo nung course pagpasok ng neural nets, SVMs (Support Vector Machines), at VCs Vapnik-Chervonenkis). Literal na macoconfuse ka kung aasa ka lang sa textbook tsaka sa slides ng lecture",,283
02496,intrinsic,abstract logic gap,neg,augmented,taglish,"sobrang hirap masundan nung mga proofs sa graph theory part kasi yung professor, laging nagja-jump mula sa isang logical step papunta sa isa pa nang hindi man lang nageexplain kung pano ba talaga sila nagcoconnect",,2340
02497,intrinsic,abstract logic gap,neg,augmented,taglish,"nakukuha ko naman yung general idea ng sorting algorithms pero pagdating sa pag-analyze ng recurrence relations and big-O proofs, parang gumugulo na lang yung utak ko",,2341
02498,intrinsic,abstract logic gap,neg,augmented,taglish,sakit sa ulo yung pag-analyze ng state machine diagrams kasi di ko makita kung paano nagcoconnect yung mga transitions nang logical,,2342
02499,intrinsic,abstract logic gap,neg,augmented,taglish,"sobrang theoretical nung mga lectures sa relational algebra, kaya lalong sumakit ang ulo ko at ang hirap talaga ibreak down nung mahahabang query expressions papuntang mas maliliit na logical parts",,2343
02500,intrinsic,abstract logic gap,neg,augmented,taglish,buong lecture na-stuck kami sa counting principles at permutations pero lutang pa rin kami kasi parang walang connection yung formulas sa mismong logic ng word problems,,2344
02501,intrinsic,abstract logic gap,neg,augmented,taglish,"hirap i-grasp nung abstract concepts sa formal languages tulad ng context free grammars, kasi parang literal na complete gibberish yung mga rules kung walang concrete breakdowns",,2345
02502,intrinsic,abstract logic gap,neg,augmented,taglish,nagegets ko naman kung pano gumagana yung regular expressions para sa simpleng strings pero yung pagcombine sa kanila papunta sa complex logic patterns ay imposible na para sakin,,2346
02503,intrinsic,abstract logic gap,neg,augmented,taglish,"kaya naman yung binary arithmetic tsaka shifting operations pero yung pag-trace kung paano nagcoconnect yung logic gates sa processor architecture, don talaga sumasakit ang ulo ko at sobrang nakakahilo",,2347
02504,intrinsic,abstract logic gap,neg,augmented,taglish,ayos naman yung Modulo arithmetic hanggang sa magstart yung prof magprove ng theorems step by step and talagang nawawala ako sa mathematical logic,,2348
