id,category,issue,polarity,source,language,text,reference,group_id,cleaned_text
1800,intrinsic,procedural bottleneck,neg,augmented,taglish,alam ko naman yung expected output pero di ko sure kung paano makarating don,,2039,alam ko naman yung expected output pero di ko sure kung paano makarating don
1801,intrinsic,procedural bottleneck,neg,augmented,taglish,"kapag mahaba na yung code, namimiss ko yung sequence ng ginagawa ko",,2040,"kapag mahaba na yung code, namimiss ko yung sequence ng ginagawa ko"
1802,intrinsic,procedural bottleneck,neg,augmented,taglish,gets ko naman yung coding process pero minsan nacoconfuse ako kung ano yung kasunod,,2041,gets ko naman yung coding process pero minsan nacoconfuse ako kung ano yung kasunod
1803,intrinsic,procedural bottleneck,neg,augmented,taglish,alam ko naman yung requirements sa Software Engineering pero hindi ko alam kung ano yung unang dapat icreate,,2042,alam ko naman yung requirements sa Software Engineering pero hindi ko alam kung ano yung unang dapat icreate
1805,intrinsic,procedural bottleneck,neg,augmented,taglish,I know the Software Development Life Cycle (SDLC) phases pero nagsstruggke akong sundan yung flow habang ginagawa yung project,,2044,I know the Software Development Life Cycle (SDLC) phases pero nagsstruggke akong sundan yung flow habang ginagawa yung project
1806,intrinsic,procedural bottleneck,neg,augmented,taglish,di ko sure kung kailan ba dapat mag-start sa implementation,,2045,di ko sure kung kailan ba dapat mag-start sa implementation
1807,intrinsic,procedural bottleneck,neg,augmented,taglish,alam ko naman yung project requirements pero naconfuse ako sa workflow,,2046,alam ko naman yung project requirements pero naconfuse ako sa workflow
1808,intrinsic,procedural bottleneck,neg,augmented,taglish,gets ko naman yung planning stage pero hindi ko alam kung paano magswitch sa design,,2047,gets ko naman yung planning stage pero hindi ko alam kung paano magswitch sa design
1809,intrinsic,procedural bottleneck,neg,augmented,taglish,minsan nacoconfuse ako kung kailan ba dapat mag-start magcode,,2048,minsan nacoconfuse ako kung kailan ba dapat mag-start magcode
1810,intrinsic,procedural bottleneck,neg,augmented,taglish,alam ko naman yung kailangan i-submit pero di ko alam kung paano ko hahatiin yung buong process,,2049,alam ko naman yung kailangan i-submit pero di ko alam kung paano ko hahatiin yung buong process
1812,intrinsic,procedural bottleneck,neg,augmented,taglish,"I know what to do eventually, pero nacoconfuse pa rin ako kung ano yung tamang order ng bawat step",,2051,"I know what to do eventually, pero nacoconfuse pa rin ako kung ano yung tamang order ng bawat step"
1813,intrinsic,procedural bottleneck,neg,augmented,taglish,gets ko naman gumawa ng flowchart pero di ko sure kung kailan ako dapat magstart mag-code,,2052,gets ko naman gumawa ng flowchart pero di ko sure kung kailan ako dapat magstart mag-code
1815,intrinsic,procedural bottleneck,neg,augmented,taglish,I know the concept pero di ko alam kung ano yung first thing na kailangan kong create,,2054,I know the concept pero di ko alam kung ano yung first thing na kailangan kong create
1818,intrinsic,procedural bottleneck,neg,augmented,taglish,alam ko naman yung output na gusto ko pero nacoconfuse ako kung paano makarating don,,2057,alam ko naman yung output na gusto ko pero nacoconfuse ako kung paano makarating don
1821,intrinsic,procedural bottleneck,neg,augmented,taglish,I know the process in general pero pag actual coding na nawawala na ako,,2060,I know the process in general pero pag actual coding na nawawala na ako
1823,intrinsic,procedural bottleneck,neg,augmented,taglish,gets ko naman gumawa ng linked list pero nacoconfuse ako kung alin yung unang function na dapat gawin,,2062,gets ko naman gumawa ng linked list pero nacoconfuse ako kung alin yung unang function na dapat gawin
1825,intrinsic,procedural bottleneck,neg,augmented,taglish,di ko sure kung anong algorithm yung dapat kong i-implement muna,,2064,di ko sure kung anong algorithm yung dapat kong i-implement muna
1827,intrinsic,procedural bottleneck,neg,augmented,taglish,Alam ko naman yung binary tree pero nagsstruggle akong ifollow yung implementation process,,2066,Alam ko naman yung binary tree pero nagsstruggle akong ifollow yung implementation process
1828,intrinsic,procedural bottleneck,neg,augmented,taglish,alam ko pano nagwwork yung algorithm pero hindi ko alam kung paano ko io i-build step by step,,2067,alam ko pano nagwwork yung algorithm pero hindi ko alam kung paano ko io i-build step by step
1829,intrinsic,procedural bottleneck,neg,augmented,taglish,gets ko naman yung graph traversal pero nalilito ako kung saan magstart sa problem,,2068,gets ko naman yung graph traversal pero nalilito ako kung saan magstart sa problem
1830,intrinsic,procedural bottleneck,neg,augmented,taglish,kapag Data Structures na yung activity di ko alam kung alin yung unang iimplement,,2069,kapag Data Structures na yung activity di ko alam kung alin yung unang iimplement
1831,intrinsic,procedural bottleneck,neg,augmented,taglish,Alam ko naman yung logic pero nacoconfuse ako sa order ng bawat function,,2070,Alam ko naman yung logic pero nacoconfuse ako sa order ng bawat function
1832,intrinsic,procedural bottleneck,neg,augmented,taglish,gets ko naman yung lesson pero di ko sure kung ano yung next process,,2071,gets ko naman yung lesson pero di ko sure kung ano yung next process
1834,intrinsic,procedural bottleneck,neg,augmented,taglish,alam ko naman yung frontend part pero di ko sure kung pano ko siya i-connect sa database,,2073,alam ko naman yung frontend part pero di ko sure kung pano ko siya i-connect sa database
1835,intrinsic,procedural bottleneck,neg,augmented,taglish,alam ko pano nagwowork ang Log in pero nalilito ako sa sequence ng paggawa,,2074,alam ko pano nagwowork ang Log in pero nalilito ako sa sequence ng paggawa
1837,intrinsic,procedural bottleneck,neg,augmented,taglish,"Alam ko naman gumawa ng CRUD (Create, Read, Update, and Delete) pero nacoconfuse ako kung ano yung dapat unahin",,2076,"Alam ko naman gumawa ng CRUD (Create, Read, Update, and Delete) pero nacoconfuse ako kung ano yung dapat unahin"
1838,intrinsic,procedural bottleneck,neg,augmented,taglish,di ko sure kung kailan ba dapat magcreate ng Application Programming Interface (API),,2077,di ko sure kung kailan ba dapat magcreate ng Application Programming Interface (API)
1840,intrinsic,procedural bottleneck,neg,augmented,taglish,alam ko naman yung project requirements pero di ko alam kung pano ko magsstart sa web app,,2079,alam ko naman yung project requirements pero di ko alam kung pano ko magsstart sa web app
1841,intrinsic,procedural bottleneck,neg,augmented,taglish,I know the workflow pero nacoconfuse pa rin ako habang ginagawa,,2080,I know the workflow pero nacoconfuse pa rin ako habang ginagawa
1842,intrinsic,procedural bottleneck,neg,augmented,taglish,gets ko naman yung lesson pero nagsstruggle akong sundan yung buong process,,2081,gets ko naman yung lesson pero nagsstruggle akong sundan yung buong process
1843,intrinsic,procedural bottleneck,neg,augmented,taglish,gets ko naman yung topic sa operating system pero di ko alam kung pano magstart sa exercises,,2082,gets ko naman yung topic sa operating system pero di ko alam kung pano magstart sa exercises
1844,intrinsic,procedural bottleneck,neg,augmented,taglish,alam ko naman yung Central Processing Unit (CPU) scheduling pero nalilito ako sa order ng pagsolve,,2083,alam ko naman yung Central Processing Unit (CPU) scheduling pero nalilito ako sa order ng pagsolve
1845,intrinsic,procedural bottleneck,neg,augmented,taglish,I know the process pero di ko sure kung alin yung unang icocompute,,2084,I know the process pero di ko sure kung alin yung unang icocompute
1847,intrinsic,procedural bottleneck,neg,augmented,taglish,"alam ko naman yung example pero pag bagong problem na, di ko alam saan magstart",,2086,"alam ko naman yung example pero pag bagong problem na, di ko alam saan magstart"
1848,intrinsic,procedural bottleneck,neg,augmented,taglish,di ko sure kung anong part yung dapat kong tapusin muna,,2087,di ko sure kung anong part yung dapat kong tapusin muna
1849,intrinsic,procedural bottleneck,neg,augmented,taglish,gets ko naman yung process synchronization pero nagsstruggle ako sa implementation,,2088,gets ko naman yung process synchronization pero nagsstruggle ako sa implementation
1850,intrinsic,procedural bottleneck,neg,augmented,taglish,Alam ko naman yung concepts pero nahihirapan akong ifollow yung workflow,,2089,Alam ko naman yung concepts pero nahihirapan akong ifollow yung workflow
1851,intrinsic,procedural bottleneck,neg,augmented,taglish,I know what to do pero nacoconfuse ako pag ginagawa ko na,,2090,I know what to do pero nacoconfuse ako pag ginagawa ko na
1853,intrinsic,procedural bottleneck,neg,augmented,taglish,di ko alam kung alin yung dapat kong unahing icreate sa group project namin,,2092,di ko alam kung alin yung dapat kong unahing icreate sa group project namin
1854,intrinsic,procedural bottleneck,neg,augmented,taglish,gets ko naman yung assigned task ko pero nacoconfuse talaga ako kung pano ko to sisimulan,,2093,gets ko naman yung assigned task ko pero nacoconfuse talaga ako kung pano ko to sisimulan
1855,intrinsic,procedural bottleneck,neg,augmented,taglish,alam ko naman yung requirements pero nagsstruggle akong i-fix yung workflow,,2094,alam ko naman yung requirements pero nagsstruggle akong i-fix yung workflow
1856,intrinsic,procedural bottleneck,neg,augmented,taglish,i know kung ano yung magiging output pero di ko alam kung pano makarating don step by step,,2095,i know kung ano yung magiging output pero di ko alam kung pano makarating don step by step
1857,intrinsic,procedural bottleneck,neg,augmented,taglish,"gets ko naman yung instructions pero habang ginagawa ko na, nacoconfuse na ako sa next process",,2096,"gets ko naman yung instructions pero habang ginagawa ko na, nacoconfuse na ako sa next process"
1858,intrinsic,procedural bottleneck,neg,augmented,taglish,alam ko naman yung unang step pero di ko na alam kung ano yung next na gagawin,,2097,alam ko naman yung unang step pero di ko na alam kung ano yung next na gagawin
1860,intrinsic,procedural bottleneck,neg,augmented,taglish,gets ko naman yung project flow pero minsan hindi ko alam kung nasan na ako sa process,,2099,gets ko naman yung project flow pero minsan hindi ko alam kung nasan na ako sa process
1861,intrinsic,procedural bottleneck,neg,augmented,taglish,alam ko naman kung ano yung kailangan matapos pero nacoconfuse ako kung pano hahatiin yung trabaho,,2100,alam ko naman kung ano yung kailangan matapos pero nacoconfuse ako kung pano hahatiin yung trabaho
1862,intrinsic,procedural bottleneck,neg,augmented,taglish,"kahit gets ko naman yung task, nagstrugle pa rin akong sundan yung right process until matapos ko sya",,2101,"kahit gets ko naman yung task, nagstrugle pa rin akong sundan yung right process until matapos ko sya"
1863,intrinsic,procedural bottleneck,neg,augmented,taglish,"every time na gumagawa ako ng coding activity, im not sure kung saan ba talaga ako dapat magstart",,2102,"every time na gumagawa ako ng coding activity, im not sure kung saan ba talaga ako dapat magstart"
1864,intrinsic,procedural bottleneck,neg,augmented,taglish,"Okay naman sakin yung lesson pero pag iimplement na, parang nawawala na ako sa process",,2103,"Okay naman sakin yung lesson pero pag iimplement na, parang nawawala na ako sa process"
1866,intrinsic,procedural bottleneck,neg,augmented,taglish,minsan feeling ko tama naman yung kinicreate ko pero mali pala yung order,,2105,minsan feeling ko tama naman yung kinicreate ko pero mali pala yung order
1867,intrinsic,procedural bottleneck,neg,augmented,taglish,"After ko matapos yung unang part, nacoconfuse na ako kung ano pa yung next",,2106,"After ko matapos yung unang part, nacoconfuse na ako kung ano pa yung next"
1868,intrinsic,procedural bottleneck,neg,augmented,taglish,"During laboratory activities, parang may nalalaktawan akong step kaya nirerepeat ko ulit",,2107,"During laboratory activities, parang may nalalaktawan akong step kaya nirerepeat ko ulit"
1869,intrinsic,procedural bottleneck,neg,augmented,taglish,"know what the final output should look like, pero hindi ko alam kung paano makarating doon",,2108,"know what the final output should look like, pero hindi ko alam kung paano makarating doon"
1870,intrinsic,procedural bottleneck,neg,augmented,taglish,"pagdating sa machine problem, hirap akong inaanalyze kung pano hahatiin yung gagawin ko.",,2109,"pagdating sa machine problem, hirap akong inaanalyze kung pano hahatiin yung gagawin ko."
1871,intrinsic,procedural bottleneck,neg,augmented,taglish,i'm not sure kung kailan ba dapat ako lumipat sa next part ng activity,,2110,i'm not sure kung kailan ba dapat ako lumipat sa next part ng activity
1872,intrinsic,procedural bottleneck,neg,augmented,taglish,"every time na mahaba yung process, nawawala na ako sa ginagawa ko",,2111,"every time na mahaba yung process, nawawala na ako sa ginagawa ko"
1873,intrinsic,procedural bottleneck,neg,augmented,taglish,i dont know kung anong class yung dapat kong unahin gawin sa OOP (Object-Oriented Programming) activities,,2112,i dont know kung anong class yung dapat kong unahin gawin sa OOP (Object-Oriented Programming) activities
1875,intrinsic,procedural bottleneck,neg,augmented,taglish,kaya ko magcreate ng objects pero di ko sure kung pano ko sila pagsasamahin step by step,,2114,kaya ko magcreate ng objects pero di ko sure kung pano ko sila pagsasamahin step by step
1876,intrinsic,procedural bottleneck,neg,synthetic,english,"During linked list implementation, I get confused about which function I should write first.",,1777,"During linked list implementation, I get confused about which function I should write first."
1877,intrinsic,procedural bottleneck,neg,synthetic,english,"I understand the task, but I struggle to figure out the correct order of implementation.",,1778,"I understand the task, but I struggle to figure out the correct order of implementation."
1878,intrinsic,procedural bottleneck,neg,synthetic,english,"After finishing the first step, I'm not sure what I should do next.",,1779,"After finishing the first step, I'm not sure what I should do next."
1879,intrinsic,procedural bottleneck,neg,synthetic,english,I often restart my program because I realize I followed the wrong sequence.,,1780,I often restart my program because I realize I followed the wrong sequence.
1880,intrinsic,procedural bottleneck,neg,synthetic,english,"While coding, I lose track of the steps I have already completed.",,1781,"While coding, I lose track of the steps I have already completed."
1882,intrinsic,procedural bottleneck,neg,synthetic,english,"I know what the final output should be, but I don't know how to begin.",,1783,"I know what the final output should be, but I don't know how to begin."
1883,intrinsic,procedural bottleneck,neg,synthetic,english,I get stuck deciding which part of the program should be implemented first.,,1784,I get stuck deciding which part of the program should be implemented first.
1885,intrinsic,procedural bottleneck,neg,synthetic,english,Following long programming procedures is difficult for me.,,1786,Following long programming procedures is difficult for me.
1887,intrinsic,procedural bottleneck,neg,synthetic,english,I struggle to organize the workflow when implementing multiple classes.,,1788,I struggle to organize the workflow when implementing multiple classes.
1892,intrinsic,procedural bottleneck,neg,synthetic,english,I get confused about the order of creating objects and methods.,,1793,I get confused about the order of creating objects and methods.
1895,intrinsic,procedural bottleneck,neg,synthetic,english,I find it difficult to move from one implementation stage to the next.,,1796,I find it difficult to move from one implementation stage to the next.
1896,intrinsic,procedural bottleneck,neg,synthetic,english,"During database activities, I'm unsure whether to create the tables or relationships first.",,1797,"During database activities, I'm unsure whether to create the tables or relationships first."
1897,intrinsic,procedural bottleneck,neg,synthetic,english,"After designing the ERD, I don't know what the next step should be.",,1798,"After designing the ERD, I don't know what the next step should be."
1898,intrinsic,procedural bottleneck,neg,synthetic,english,I struggle to follow the proper workflow when building a database.,,1799,I struggle to follow the proper workflow when building a database.
1900,intrinsic,procedural bottleneck,neg,synthetic,english,I often rebuild my database because I realize I missed a step.,,1801,I often rebuild my database because I realize I missed a step.
1902,intrinsic,procedural bottleneck,neg,synthetic,english,I don't know when constraints should be added during development.,,1803,I don't know when constraints should be added during development.
1903,intrinsic,procedural bottleneck,neg,synthetic,english,I get lost when working on databases with many related tables.,,1804,I get lost when working on databases with many related tables.
1904,intrinsic,procedural bottleneck,neg,synthetic,english,I have difficulty following the sequence of database implementation.,,1805,I have difficulty following the sequence of database implementation.
1905,intrinsic,procedural bottleneck,neg,synthetic,english,I am unsure whether my database workflow is correct.,,1806,I am unsure whether my database workflow is correct.
1906,intrinsic,procedural bottleneck,neg,synthetic,english,"During Software Engineering projects, I struggle to follow the development workflow.",,1807,"During Software Engineering projects, I struggle to follow the development workflow."
1909,intrinsic,procedural bottleneck,neg,synthetic,english,Organizing the development process is harder for me than writing code.,,1810,Organizing the development process is harder for me than writing code.
1910,intrinsic,procedural bottleneck,neg,synthetic,english,I often go back to previous tasks because I think I skipped something.,,1811,I often go back to previous tasks because I think I skipped something.
1911,intrinsic,procedural bottleneck,neg,synthetic,english,I have trouble deciding which requirement should be implemented first.,,1812,I have trouble deciding which requirement should be implemented first.
1912,intrinsic,procedural bottleneck,neg,synthetic,english,I find it difficult to manage the order of development tasks.,,1813,I find it difficult to manage the order of development tasks.
1913,intrinsic,procedural bottleneck,neg,synthetic,english,I lose track of the project workflow when there are many deliverables.,,1814,I lose track of the project workflow when there are many deliverables.
1914,intrinsic,procedural bottleneck,neg,synthetic,english,I don't know the proper sequence of completing project documentation.,,1815,I don't know the proper sequence of completing project documentation.
1915,intrinsic,procedural bottleneck,neg,synthetic,english,I struggle to keep my development process organized.,,1816,I struggle to keep my development process organized.
1916,intrinsic,procedural bottleneck,neg,synthetic,english,"During System Analysis and Design, I don't know which diagram should be created first.",,1817,"During System Analysis and Design, I don't know which diagram should be created first."
1918,intrinsic,procedural bottleneck,neg,synthetic,english,I have difficulty following the complete system development process.,,1819,I have difficulty following the complete system development process.
1919,intrinsic,procedural bottleneck,neg,synthetic,english,I don't know when to start converting diagrams into implementation.,,1820,I don't know when to start converting diagrams into implementation.
1920,intrinsic,procedural bottleneck,neg,synthetic,english,I often hesitate because I'm unsure about the next development step.,,1821,I often hesitate because I'm unsure about the next development step.
1921,intrinsic,procedural bottleneck,neg,synthetic,english,I struggle to organize all the required project outputs.,,1822,I struggle to organize all the required project outputs.
1922,intrinsic,procedural bottleneck,neg,synthetic,english,I get confused about the sequence of system design activities.,,1823,I get confused about the sequence of system design activities.
1923,intrinsic,procedural bottleneck,neg,synthetic,english,I often repeat my work because I realize I followed the wrong workflow.,,1824,I often repeat my work because I realize I followed the wrong workflow.
1924,intrinsic,procedural bottleneck,neg,synthetic,english,I find it difficult to keep track of every stage of the project.,,1825,I find it difficult to keep track of every stage of the project.
1926,intrinsic,procedural bottleneck,neg,synthetic,english,"During Game Programming, I don't know which feature should be implemented first.",,1827,"During Game Programming, I don't know which feature should be implemented first."
1927,intrinsic,procedural bottleneck,neg,synthetic,english,I get confused about when collision detection should be added.,,1828,I get confused about when collision detection should be added.
1928,intrinsic,procedural bottleneck,neg,synthetic,english,"After implementing player movement, I'm unsure what feature should come next.",,1829,"After implementing player movement, I'm unsure what feature should come next."
1930,intrinsic,procedural bottleneck,neg,synthetic,english,I often go back and change previous game features because of workflow mistakes.,,1831,I often go back and change previous game features because of workflow mistakes.
1931,intrinsic,procedural bottleneck,neg,synthetic,english,I lose track of the development process while building my game.,,1832,I lose track of the development process while building my game.
1932,intrinsic,procedural bottleneck,neg,synthetic,english,I find it difficult to manage the order of implementing game systems.,,1833,I find it difficult to manage the order of implementing game systems.
1933,intrinsic,procedural bottleneck,neg,synthetic,english,I don't know when to start working on the user interface.,,1834,I don't know when to start working on the user interface.
1934,intrinsic,procedural bottleneck,neg,synthetic,english,I get confused about the proper workflow for game development.,,1835,I get confused about the proper workflow for game development.
1935,intrinsic,procedural bottleneck,neg,synthetic,english,I struggle to organize different game components into one development process.,,1836,I struggle to organize different game components into one development process.
1936,intrinsic,procedural bottleneck,neg,synthetic,english,"During Data Structures activities, I don't know which algorithm should be implemented first.",,1837,"During Data Structures activities, I don't know which algorithm should be implemented first."
1938,intrinsic,procedural bottleneck,neg,synthetic,english,I often lose track of the procedure while solving recursion exercises.,,1839,I often lose track of the procedure while solving recursion exercises.
1940,intrinsic,procedural bottleneck,neg,synthetic,english,I get confused about which function should be completed before the others.,,1841,I get confused about which function should be completed before the others.
1942,intrinsic,procedural bottleneck,neg,synthetic,english,I struggle to keep my coding process organized during laboratory exercises.,,1843,I struggle to keep my coding process organized during laboratory exercises.
1943,intrinsic,procedural bottleneck,neg,synthetic,english,I have difficulty following every implementation step without missing one.,,1844,I have difficulty following every implementation step without missing one.
1944,intrinsic,procedural bottleneck,neg,synthetic,english,I don't know when I should move on to the next part of the activity.,,1845,I don't know when I should move on to the next part of the activity.
1945,intrinsic,procedural bottleneck,neg,synthetic,english,I find it difficult to complete programming activities in the correct sequence.,,1846,I find it difficult to complete programming activities in the correct sequence.
1946,intrinsic,procedural bottleneck,neg,synthetic,english,"During my capstone project, I struggle to organize the development workflow.",,1847,"During my capstone project, I struggle to organize the development workflow."
1947,intrinsic,procedural bottleneck,neg,synthetic,english,I get confused about which module should be developed before the others.,,1848,I get confused about which module should be developed before the others.
1948,intrinsic,procedural bottleneck,neg,synthetic,english,I often spend too much time planning because I'm unsure where to begin.,,1849,I often spend too much time planning because I'm unsure where to begin.
1949,intrinsic,procedural bottleneck,neg,synthetic,english,I have trouble keeping track of the implementation process as the project grows.,,1850,I have trouble keeping track of the implementation process as the project grows.
1950,intrinsic,procedural bottleneck,neg,synthetic,english,"Even though I understand the requirements, I struggle to follow the correct sequence of development tasks.",,1851,"Even though I understand the requirements, I struggle to follow the correct sequence of development tasks."
1951,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng linked list, nalilito ako kung alin ang dapat kong unahing function.",,1852,"Sa paggawa ng linked list, nalilito ako kung alin ang dapat kong unahing function."
1952,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng binary search, nahihirapan akong sundan ang tamang pagkakasunod ng implementation.",,1853,"Habang gumagawa ng binary search, nahihirapan akong sundan ang tamang pagkakasunod ng implementation."
1953,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa Information Management, hindi ko alam kung ano ang dapat unahin pagkatapos gumawa ng ERD.",,1854,"Sa Information Management, hindi ko alam kung ano ang dapat unahin pagkatapos gumawa ng ERD."
1957,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa Java programming, madalas kong inuulit ang code dahil mali pala ang naging proseso ko.",,1858,"Sa Java programming, madalas kong inuulit ang code dahil mali pala ang naging proseso ko."
1958,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng machine problem, hindi ko alam kung paano hahatiin ang mga dapat kong gawin.",,1859,"Habang gumagawa ng machine problem, hindi ko alam kung paano hahatiin ang mga dapat kong gawin."
1959,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa System Analysis and Design, nalilito ako kung alin sa mga diagram ang dapat maunang gawin.",,1860,"Sa System Analysis and Design, nalilito ako kung alin sa mga diagram ang dapat maunang gawin."
1961,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng activity diagram, nalilito ako kung kailan ako dapat lumipat sa susunod na bahagi.",,1862,"Sa paggawa ng activity diagram, nalilito ako kung kailan ako dapat lumipat sa susunod na bahagi."
1962,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng sequence diagram, hindi ko masundan ang tamang proseso ng paggawa.",,1863,"Habang gumagawa ng sequence diagram, hindi ko masundan ang tamang proseso ng paggawa."
1964,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Pagkatapos ng requirements gathering, hindi ko alam kung ano ang dapat kong unahing gawin.",,1865,"Pagkatapos ng requirements gathering, hindi ko alam kung ano ang dapat kong unahing gawin."
1965,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng SRS, nalilito ako kung paano ko ito sisimulang buuin.",,1866,"Sa paggawa ng SRS, nalilito ako kung paano ko ito sisimulang buuin."
1966,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng capstone project, nahihirapan akong ayusin ang pagkakasunod ng bawat gawain.",,1867,"Habang gumagawa ng capstone project, nahihirapan akong ayusin ang pagkakasunod ng bawat gawain."
1967,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng prototype, hindi ko alam kung kailan dapat magsimula sa coding.",,1868,"Sa paggawa ng prototype, hindi ko alam kung kailan dapat magsimula sa coding."
1968,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang ginagawa ang system documentation, nalilito ako kung alin ang dapat kong tapusin muna.",,1869,"Habang ginagawa ang system documentation, nalilito ako kung alin ang dapat kong tapusin muna."
1969,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa project development, madalas akong bumabalik sa simula dahil pakiramdam ko may nalaktawan akong hakbang.",,1870,"Sa project development, madalas akong bumabalik sa simula dahil pakiramdam ko may nalaktawan akong hakbang."
1972,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng database tables, nalilito ako kung kailan dapat gumawa ng relationships.",,1873,"Habang gumagawa ng database tables, nalilito ako kung kailan dapat gumawa ng relationships."
1974,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Pagkatapos gumawa ng database schema, hindi ko na alam kung ano ang susunod na hakbang.",,1875,"Pagkatapos gumawa ng database schema, hindi ko na alam kung ano ang susunod na hakbang."
1975,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng CRUD operations, nalilito ako kung alin ang dapat kong unahing tapusin.",,1876,"Habang gumagawa ng CRUD operations, nalilito ako kung alin ang dapat kong unahing tapusin."
1976,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng API connection, nahihirapan akong sundan ang tamang proseso ng integration.",,1877,"Sa paggawa ng API connection, nahihirapan akong sundan ang tamang proseso ng integration."
1977,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang inaayos ang database connection, hindi ko alam kung saan ako dapat magsimula.",,1878,"Habang inaayos ang database connection, hindi ko alam kung saan ako dapat magsimula."
1978,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng login system, nalilito ako kung alin ang dapat maunang gawin.",,1879,"Sa paggawa ng login system, nalilito ako kung alin ang dapat maunang gawin."
1979,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng backend, madalas akong nalilito sa pagkakasunod ng mga gawain.",,1880,"Habang gumagawa ng backend, madalas akong nalilito sa pagkakasunod ng mga gawain."
1980,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng web application, nahihirapan akong sundan ang tamang workflow.",,1881,"Sa paggawa ng web application, nahihirapan akong sundan ang tamang workflow."
1981,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa Game Programming, hindi ko alam kung dapat bang unahin ang player movement o ang game mechanics.",,1882,"Sa Game Programming, hindi ko alam kung dapat bang unahin ang player movement o ang game mechanics."
1982,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Pagkatapos gawin ang player movement, nalilito ako kung ano ang susunod na feature na dapat idagdag.",,1883,"Pagkatapos gawin ang player movement, nalilito ako kung ano ang susunod na feature na dapat idagdag."
1983,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng collision detection, nahihirapan akong sundan ang tamang proseso.",,1884,"Habang gumagawa ng collision detection, nahihirapan akong sundan ang tamang proseso."
1985,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng game project, madalas akong bumabalik sa mga nauna kong ginawa dahil nalilito ako sa workflow.",,1886,"Habang gumagawa ng game project, madalas akong bumabalik sa mga nauna kong ginawa dahil nalilito ako sa workflow."
1986,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng animations, hindi ko alam kung kailan ko ito dapat idagdag sa project.",,1887,"Sa paggawa ng animations, hindi ko alam kung kailan ko ito dapat idagdag sa project."
1988,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa paggawa ng game levels, nalilito ako kung alin ang dapat maunang tapusin.",,1889,"Sa paggawa ng game levels, nalilito ako kung alin ang dapat maunang tapusin."
1989,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng game mechanics, pakiramdam ko may nalalaktawan akong hakbang.",,1890,"Habang gumagawa ng game mechanics, pakiramdam ko may nalalaktawan akong hakbang."
1990,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa game development, nahihirapan akong ayusin ang tamang pagkakasunod ng bawat gawain.",,1891,"Sa game development, nahihirapan akong ayusin ang tamang pagkakasunod ng bawat gawain."
1991,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa Operating Systems, nalilito ako sa tamang proseso ng pagsagot sa CPU scheduling problems.",,1892,"Sa Operating Systems, nalilito ako sa tamang proseso ng pagsagot sa CPU scheduling problems."
1992,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang gumagawa ng CPU scheduling, hindi ko alam kung alin ang dapat kong unahing hakbang.",,1893,"Habang gumagawa ng CPU scheduling, hindi ko alam kung alin ang dapat kong unahing hakbang."
1993,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Sa process synchronization, nahihirapan akong sundan ang tamang sequence ng pagsagot.",,1894,"Sa process synchronization, nahihirapan akong sundan ang tamang sequence ng pagsagot."
1994,intrinsic,procedural bottleneck,neg,synthetic,tagalog,"Habang nagsasagot ng memory management problems, nalilito ako kung saan magsisimula.",,1895,"Habang nagsasagot ng memory management problems, nalilito ako kung saan magsisimula."
